doi,status_code,final_url,domain,resolved,redirect_count,redirect_chain,error
10.1021/acs.molpharmaceut.5c00403,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.5c00403,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.5c00403 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.5c00403,
10.1126/sciadv.adj0006,403,https://www.science.org/doi/10.1126/sciadv.adj0006,science.org,True,1,https://doi.org/10.1126/sciadv.adj0006 -> https://www.science.org/doi/10.1126/sciadv.adj0006,
10.1016/j.jconrel.2025.114018,200,https://linkinghub.elsevier.com/retrieve/pii/S016836592500639X,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.114018 -> https://linkinghub.elsevier.com/retrieve/pii/S016836592500639X,
10.1038/s41551-025-01422-8,200,https://www.nature.com/articles/s41551-025-01422-8,nature.com,True,1,https://doi.org/10.1038/s41551-025-01422-8 -> https://www.nature.com/articles/s41551-025-01422-8,
10.1002/adhm.202501788,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202501788,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adhm.202501788 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202501788,
10.1039/d5nr01452b,200,https://pubs.rsc.org/en/content/articlelanding/2025/nr/d5nr01452b,pubs.rsc.org,True,1,https://doi.org/10.1039/d5nr01452b -> https://pubs.rsc.org/en/content/articlelanding/2025/nr/d5nr01452b,
10.1093/bib/bbaf307,403,https://academic.oup.com/bib/article/doi/10.1093/bib/bbaf307/8177287,academic.oup.com,True,1,https://doi.org/10.1093/bib/bbaf307 -> https://academic.oup.com/bib/article/doi/10.1093/bib/bbaf307/8177287,
10.1158/1535-7163.MCT-24-0173,403,https://aacrjournals.org/mct/article/24/11/1802/766864/Ubiquitin-Specific-Protease-6-mRNA-Lipid,aacrjournals.org,True,1,https://doi.org/10.1158/1535-7163.MCT-24-0173 -> https://aacrjournals.org/mct/article/24/11/1802/766864/Ubiquitin-Specific-Protease-6-mRNA-Lipid,
10.1186/s40580-025-00502-4,200,https://link.springer.com/article/10.1186/s40580-025-00502-4,link.springer.com,True,1,https://doi.org/10.1186/s40580-025-00502-4 -> https://link.springer.com/article/10.1186/s40580-025-00502-4,
10.1016/j.ijpharm.2025.125941,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517325007781,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2025.125941 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517325007781,
10.1038/s41467-025-61688-z,200,https://www.nature.com/articles/s41467-025-61688-z,nature.com,True,1,https://doi.org/10.1038/s41467-025-61688-z -> https://www.nature.com/articles/s41467-025-61688-z,
10.1016/j.jcis.2025.138290,200,https://linkinghub.elsevier.com/retrieve/pii/S0021979725016819,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jcis.2025.138290 -> https://linkinghub.elsevier.com/retrieve/pii/S0021979725016819,
10.1039/d5sm00666j,200,https://pubs.rsc.org/en/content/articlelanding/2025/sm/d5sm00666j,pubs.rsc.org,True,1,https://doi.org/10.1039/d5sm00666j -> https://pubs.rsc.org/en/content/articlelanding/2025/sm/d5sm00666j,
10.1007/s11095-025-03890-8,200,https://link.springer.com/article/10.1007/s11095-025-03890-8,link.springer.com,True,1,https://doi.org/10.1007/s11095-025-03890-8 -> https://link.springer.com/article/10.1007/s11095-025-03890-8,
10.3791/67711,202,https://app.jove.com/t/67711/determining-four-components-lipid-nanoparticle-rna-delivery-system,app.jove.com,True,1,https://doi.org/10.3791/67711 -> https://app.jove.com/t/67711/determining-four-components-lipid-nanoparticle-rna-delivery-system,
10.3390/ph18060864,200,https://www.mdpi.com/1424-8247/18/6/864,mdpi.com,True,1,https://doi.org/10.3390/ph18060864 -> https://www.mdpi.com/1424-8247/18/6/864,
10.1002/adhm.202501305,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202501305,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adhm.202501305 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202501305,
10.1021/acsami.5c08444,403,https://pubs.acs.org/doi/10.1021/acsami.5c08444,pubs.acs.org,True,1,https://doi.org/10.1021/acsami.5c08444 -> https://pubs.acs.org/doi/10.1021/acsami.5c08444,
10.1021/jacs.5c01389,403,https://pubs.acs.org/doi/10.1021/jacs.5c01389,pubs.acs.org,True,1,https://doi.org/10.1021/jacs.5c01389 -> https://pubs.acs.org/doi/10.1021/jacs.5c01389,
10.1021/acsami.5c04597,403,https://pubs.acs.org/doi/10.1021/acsami.5c04597,pubs.acs.org,True,1,https://doi.org/10.1021/acsami.5c04597 -> https://pubs.acs.org/doi/10.1021/acsami.5c04597,
10.1016/j.actbio.2025.06.017,200,https://linkinghub.elsevier.com/retrieve/pii/S1742706125004246,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.actbio.2025.06.017 -> https://linkinghub.elsevier.com/retrieve/pii/S1742706125004246,
10.1038/s41541-025-01201-1,200,https://www.nature.com/articles/s41541-025-01201-1,nature.com,True,1,https://doi.org/10.1038/s41541-025-01201-1 -> https://www.nature.com/articles/s41541-025-01201-1,
10.1016/j.jconrel.2025.113945,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925005656,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113945 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925005656,
10.1016/j.ijpharm.2025.125843,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517325006805,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2025.125843 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517325006805,
10.3390/ijms26115138,200,https://www.mdpi.com/1422-0067/26/11/5138,mdpi.com,True,1,https://doi.org/10.3390/ijms26115138 -> https://www.mdpi.com/1422-0067/26/11/5138,
10.1038/s41467-025-60959-z,200,https://www.nature.com/articles/s41467-025-60959-z,nature.com,True,1,https://doi.org/10.1038/s41467-025-60959-z -> https://www.nature.com/articles/s41467-025-60959-z,
10.1080/17425247.2025.2518225,403,https://www.tandfonline.com/doi/full/10.1080/17425247.2025.2518225,tandfonline.com,True,1,https://doi.org/10.1080/17425247.2025.2518225 -> https://www.tandfonline.com/doi/full/10.1080/17425247.2025.2518225,
10.32592/ARI.2024.79.6.1217,200,https://archrazi.areeo.ac.ir/article_132049.html,archrazi.areeo.ac.ir,True,1,https://doi.org/10.32592/ARI.2024.79.6.1217 -> https://archrazi.areeo.ac.ir/article_132049.html,
10.1021/acs.jctc.5c00498,403,https://pubs.acs.org/doi/10.1021/acs.jctc.5c00498,pubs.acs.org,True,1,https://doi.org/10.1021/acs.jctc.5c00498 -> https://pubs.acs.org/doi/10.1021/acs.jctc.5c00498,
10.1016/j.jconrel.2025.113944,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925005644,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113944 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925005644,
10.1080/20415990.2025.2506977,403,https://www.tandfonline.com/doi/full/10.1080/20415990.2025.2506977,tandfonline.com,True,1,https://doi.org/10.1080/20415990.2025.2506977 -> https://www.tandfonline.com/doi/full/10.1080/20415990.2025.2506977,
10.1016/j.omtn.2025.102547,200,https://linkinghub.elsevier.com/retrieve/pii/S2162253125001015,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.omtn.2025.102547 -> https://linkinghub.elsevier.com/retrieve/pii/S2162253125001015,
10.3724/zdxbyxb-2024-0709,200,https://www.sciengine.com/JZJUMS/doi/10.3724/zdxbyxb-2024-0709,sciengine.com,True,1,https://doi.org/10.3724/zdxbyxb-2024-0709 -> https://www.sciengine.com/JZJUMS/doi/10.3724/zdxbyxb-2024-0709,
10.1038/s41565-025-01958-5,200,https://www.nature.com/articles/s41565-025-01958-5,nature.com,True,1,https://doi.org/10.1038/s41565-025-01958-5 -> https://www.nature.com/articles/s41565-025-01958-5,
10.1016/j.jconrel.2025.113906,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925005267,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113906 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925005267,
10.1016/j.omtm.2025.101470,200,https://linkinghub.elsevier.com/retrieve/pii/S2329050125000658,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.omtm.2025.101470 -> https://linkinghub.elsevier.com/retrieve/pii/S2329050125000658,
10.1016/j.jconrel.2025.113892,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925005127,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113892 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925005127,
10.1016/j.cca.2025.120387,200,https://linkinghub.elsevier.com/retrieve/pii/S0009898125002669,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.cca.2025.120387 -> https://linkinghub.elsevier.com/retrieve/pii/S0009898125002669,
10.3390/membranes15050153,200,https://www.mdpi.com/2077-0375/15/5/153,mdpi.com,True,1,https://doi.org/10.3390/membranes15050153 -> https://www.mdpi.com/2077-0375/15/5/153,
10.1038/s41541-025-01153-6,200,https://www.nature.com/articles/s41541-025-01153-6,nature.com,True,1,https://doi.org/10.1038/s41541-025-01153-6 -> https://www.nature.com/articles/s41541-025-01153-6,
10.1016/j.biomaterials.2025.123421,200,https://linkinghub.elsevier.com/retrieve/pii/S0142961225003400,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.biomaterials.2025.123421 -> https://linkinghub.elsevier.com/retrieve/pii/S0142961225003400,
10.1096/fj.202500622R,403,https://faseb.onlinelibrary.wiley.com/doi/10.1096/fj.202500622R,faseb.onlinelibrary.wiley.com,True,1,https://doi.org/10.1096/fj.202500622R -> https://faseb.onlinelibrary.wiley.com/doi/10.1096/fj.202500622R,
10.1021/acsnano.5c04036,403,https://pubs.acs.org/doi/10.1021/acsnano.5c04036,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.5c04036 -> https://pubs.acs.org/doi/10.1021/acsnano.5c04036,
10.3762/bjnano.16.57,200,https://www.beilstein-journals.org/bjnano/articles/16/57,beilstein-journals.org,True,1,https://doi.org/10.3762/bjnano.16.57 -> https://www.beilstein-journals.org/bjnano/articles/16/57,
10.1016/j.jconrel.2025.113879,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925004997,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113879 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925004997,
10.1002/mabi.202500165,403,https://onlinelibrary.wiley.com/doi/10.1002/mabi.202500165,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/mabi.202500165 -> https://onlinelibrary.wiley.com/doi/10.1002/mabi.202500165,
10.1016/j.jconrel.2025.113848,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925004687,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113848 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925004687,
10.1021/acsnano.5c01378,403,https://pubs.acs.org/doi/10.1021/acsnano.5c01378,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.5c01378 -> https://pubs.acs.org/doi/10.1021/acsnano.5c01378,
10.1021/jacs.5c04123,403,https://pubs.acs.org/doi/10.1021/jacs.5c04123,pubs.acs.org,True,1,https://doi.org/10.1021/jacs.5c04123 -> https://pubs.acs.org/doi/10.1021/jacs.5c04123,
10.1002/advs.202500362,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202500362,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/advs.202500362 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202500362,
10.1039/d5tb01217a,200,https://pubs.rsc.org/en/content/articlelanding/2025/tb/d5tb01217a,pubs.rsc.org,True,1,https://doi.org/10.1039/d5tb01217a -> https://pubs.rsc.org/en/content/articlelanding/2025/tb/d5tb01217a,
10.1021/acs.molpharmaceut.5c00248,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.5c00248,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.5c00248 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.5c00248,
10.1039/d5tb00470e,200,https://pubs.rsc.org/en/content/articlelanding/2025/tb/d5tb00470e,pubs.rsc.org,True,1,https://doi.org/10.1039/d5tb00470e -> https://pubs.rsc.org/en/content/articlelanding/2025/tb/d5tb00470e,
10.1002/adhm.202501037,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202501037,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adhm.202501037 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202501037,
10.1002/adma.202417097,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202417097,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adma.202417097 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202417097,
10.1002/anie.202506954,403,https://onlinelibrary.wiley.com/doi/10.1002/anie.202506954,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/anie.202506954 -> https://onlinelibrary.wiley.com/doi/10.1002/anie.202506954,
10.1021/acsnano.5c02283,403,https://pubs.acs.org/doi/10.1021/acsnano.5c02283,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.5c02283 -> https://pubs.acs.org/doi/10.1021/acsnano.5c02283,
10.1016/j.ejps.2025.107118,200,https://linkinghub.elsevier.com/retrieve/pii/S0928098725001174,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ejps.2025.107118 -> https://linkinghub.elsevier.com/retrieve/pii/S0928098725001174,
10.3390/vaccines13040370,200,https://www.mdpi.com/2076-393X/13/4/370,mdpi.com,True,1,https://doi.org/10.3390/vaccines13040370 -> https://www.mdpi.com/2076-393X/13/4/370,
10.1080/02652048.2025.2495290,403,https://www.tandfonline.com/doi/full/10.1080/02652048.2025.2495290,tandfonline.com,True,1,https://doi.org/10.1080/02652048.2025.2495290 -> https://www.tandfonline.com/doi/full/10.1080/02652048.2025.2495290,
10.3390/vaccines13040339,200,https://www.mdpi.com/2076-393X/13/4/339,mdpi.com,True,1,https://doi.org/10.3390/vaccines13040339 -> https://www.mdpi.com/2076-393X/13/4/339,
10.1016/j.jconrel.2025.113811,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925004316,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113811 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925004316,
10.1016/j.omtm.2025.101457,200,https://linkinghub.elsevier.com/retrieve/pii/S232905012500052X,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.omtm.2025.101457 -> https://linkinghub.elsevier.com/retrieve/pii/S232905012500052X,
10.1002/adma.202502055,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202502055,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adma.202502055 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202502055,
10.1021/acsami.5c06464,403,https://pubs.acs.org/doi/10.1021/acsami.5c06464,pubs.acs.org,True,1,https://doi.org/10.1021/acsami.5c06464 -> https://pubs.acs.org/doi/10.1021/acsami.5c06464,
10.1039/d5bm00839e,200,https://pubs.rsc.org/en/content/articlelanding/2025/bm/d5bm00839e,pubs.rsc.org,True,1,https://doi.org/10.1039/d5bm00839e -> https://pubs.rsc.org/en/content/articlelanding/2025/bm/d5bm00839e,
10.1021/acsabm.5c00116,403,https://pubs.acs.org/doi/10.1021/acsabm.5c00116,pubs.acs.org,True,1,https://doi.org/10.1021/acsabm.5c00116 -> https://pubs.acs.org/doi/10.1021/acsabm.5c00116,
10.1002/smtd.202401712,403,https://onlinelibrary.wiley.com/doi/10.1002/smtd.202401712,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/smtd.202401712 -> https://onlinelibrary.wiley.com/doi/10.1002/smtd.202401712,
10.1002/smll.202501903,403,https://onlinelibrary.wiley.com/doi/10.1002/smll.202501903,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/smll.202501903 -> https://onlinelibrary.wiley.com/doi/10.1002/smll.202501903,
10.1016/j.ejpb.2025.114726,200,https://linkinghub.elsevier.com/retrieve/pii/S0939641125001031,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ejpb.2025.114726 -> https://linkinghub.elsevier.com/retrieve/pii/S0939641125001031,
10.1371/journal.pntd.0012999,200,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0012999,journals.plos.org,True,1,https://doi.org/10.1371/journal.pntd.0012999 -> https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0012999,
10.1038/s41467-025-59501-y,200,https://www.nature.com/articles/s41467-025-59501-y,nature.com,True,1,https://doi.org/10.1038/s41467-025-59501-y -> https://www.nature.com/articles/s41467-025-59501-y,
10.3390/pharmaceutics17040459,200,https://www.mdpi.com/1999-4923/17/4/459,mdpi.com,True,1,https://doi.org/10.3390/pharmaceutics17040459 -> https://www.mdpi.com/1999-4923/17/4/459,
10.1002/smsc.202400145,403,https://onlinelibrary.wiley.com/doi/10.1002/smsc.202400145,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/smsc.202400145 -> https://onlinelibrary.wiley.com/doi/10.1002/smsc.202400145,
10.1021/acsmaterialsau.4c00158,403,https://pubs.acs.org/doi/10.1021/acsmaterialsau.4c00158,pubs.acs.org,True,1,https://doi.org/10.1021/acsmaterialsau.4c00158 -> https://pubs.acs.org/doi/10.1021/acsmaterialsau.4c00158,
10.1016/j.jconrel.2025.113737,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925003578,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113737 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925003578,
10.1021/acsabm.5c00076,403,https://pubs.acs.org/doi/10.1021/acsabm.5c00076,pubs.acs.org,True,1,https://doi.org/10.1021/acsabm.5c00076 -> https://pubs.acs.org/doi/10.1021/acsabm.5c00076,
10.1002/smsc.202300270,403,https://onlinelibrary.wiley.com/doi/10.1002/smsc.202300270,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/smsc.202300270 -> https://onlinelibrary.wiley.com/doi/10.1002/smsc.202300270,
10.1021/acs.molpharmaceut.5c00402,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.5c00402,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.5c00402 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.5c00402,
10.1016/j.jconrel.2025.113709,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925003293,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113709 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925003293,
10.1038/s41467-025-58523-w,200,https://www.nature.com/articles/s41467-025-58523-w,nature.com,True,1,https://doi.org/10.1038/s41467-025-58523-w -> https://www.nature.com/articles/s41467-025-58523-w,
10.1016/j.jconrel.2025.113687,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925003074,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113687 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925003074,
10.1208/s12248-025-01073-2,200,https://link.springer.com/article/10.1208/s12248-025-01073-2,link.springer.com,True,1,https://doi.org/10.1208/s12248-025-01073-2 -> https://link.springer.com/article/10.1208/s12248-025-01073-2,
10.1021/acsnano.4c18345,403,https://pubs.acs.org/doi/10.1021/acsnano.4c18345,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.4c18345 -> https://pubs.acs.org/doi/10.1021/acsnano.4c18345,
10.1021/acs.biomac.4c01820,403,https://pubs.acs.org/doi/10.1021/acs.biomac.4c01820,pubs.acs.org,True,1,https://doi.org/10.1021/acs.biomac.4c01820 -> https://pubs.acs.org/doi/10.1021/acs.biomac.4c01820,
10.1021/acs.molpharmaceut.4c01437,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.4c01437,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.4c01437 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.4c01437,
10.1016/j.jconrel.2025.113617,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365925002342,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2025.113617 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365925002342,
10.1016/j.ijpx.2025.100324,200,https://linkinghub.elsevier.com/retrieve/pii/S259015672500009X,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpx.2025.100324 -> https://linkinghub.elsevier.com/retrieve/pii/S259015672500009X,
10.1016/j.ijpharm.2025.125470,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517325003060,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2025.125470 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517325003060,
10.1038/s42004-025-01516-z,200,https://www.nature.com/articles/s42004-025-01516-z,nature.com,True,1,https://doi.org/10.1038/s42004-025-01516-z -> https://www.nature.com/articles/s42004-025-01516-z,
10.1038/s41541-025-01124-x,200,https://www.nature.com/articles/s41541-025-01124-x,nature.com,True,1,https://doi.org/10.1038/s41541-025-01124-x -> https://www.nature.com/articles/s41541-025-01124-x,
10.1002/advs.202500844,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202500844,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/advs.202500844 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202500844,
10.11817/j.issn.1672-7347.2024.230247,200,https://xbyxb.csu.edu.cn/zh/article/doi/10.11817/j.issn.1672-7347.2024.230247/,xbyxb.csu.edu.cn,True,1,https://doi.org/10.11817/j.issn.1672-7347.2024.230247 -> https://xbyxb.csu.edu.cn/zh/article/doi/10.11817/j.issn.1672-7347.2024.230247/,
10.1021/acsnano.4c14098,403,https://pubs.acs.org/doi/10.1021/acsnano.4c14098,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.4c14098 -> https://pubs.acs.org/doi/10.1021/acsnano.4c14098,
10.1039/d5md00084j,200,https://pubs.rsc.org/en/content/articlelanding/2025/md/d5md00084j,pubs.rsc.org,True,1,https://doi.org/10.1039/d5md00084j -> https://pubs.rsc.org/en/content/articlelanding/2025/md/d5md00084j,
10.1021/acs.jpcb.4c07060,403,https://pubs.acs.org/doi/10.1021/acs.jpcb.4c07060,pubs.acs.org,True,1,https://doi.org/10.1021/acs.jpcb.4c07060 -> https://pubs.acs.org/doi/10.1021/acs.jpcb.4c07060,
10.1038/s41551-025-01373-0,200,https://www.nature.com/articles/s41551-025-01373-0,nature.com,True,1,https://doi.org/10.1038/s41551-025-01373-0 -> https://www.nature.com/articles/s41551-025-01373-0,
10.1016/j.biotechadv.2025.108546,200,https://linkinghub.elsevier.com/retrieve/pii/S0734975025000321,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.biotechadv.2025.108546 -> https://linkinghub.elsevier.com/retrieve/pii/S0734975025000321,
10.1016/j.ejps.2025.107056,200,https://linkinghub.elsevier.com/retrieve/pii/S0928098725000557,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ejps.2025.107056 -> https://linkinghub.elsevier.com/retrieve/pii/S0928098725000557,
10.1002/advs.202416525,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202416525,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/advs.202416525 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202416525,
10.1101/2025.02.25.640222,403,https://www.biorxiv.org/lookup/doi/10.1101/2025.02.25.640222,biorxiv.org,True,1,https://doi.org/10.1101/2025.02.25.640222 -> https://www.biorxiv.org/lookup/doi/10.1101/2025.02.25.640222,
10.1021/acsbiomedchemau.4c00085,403,https://pubs.acs.org/doi/10.1021/acsbiomedchemau.4c00085,pubs.acs.org,True,1,https://doi.org/10.1021/acsbiomedchemau.4c00085 -> https://pubs.acs.org/doi/10.1021/acsbiomedchemau.4c00085,
10.3390/pharmaceutics17020157,200,https://www.mdpi.com/1999-4923/17/2/157,mdpi.com,True,1,https://doi.org/10.3390/pharmaceutics17020157 -> https://www.mdpi.com/1999-4923/17/2/157,
10.1021/acsami.4c21289,403,https://pubs.acs.org/doi/10.1021/acsami.4c21289,pubs.acs.org,True,1,https://doi.org/10.1021/acsami.4c21289 -> https://pubs.acs.org/doi/10.1021/acsami.4c21289,
10.1039/d5bm00738k,200,https://pubs.rsc.org/en/content/articlelanding/2025/bm/d5bm00738k,pubs.rsc.org,True,1,https://doi.org/10.1039/d5bm00738k -> https://pubs.rsc.org/en/content/articlelanding/2025/bm/d5bm00738k,
10.1021/acsnano.4c14102,403,https://pubs.acs.org/doi/10.1021/acsnano.4c14102,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.4c14102 -> https://pubs.acs.org/doi/10.1021/acsnano.4c14102,
10.1007/s13346-025-01824-w,200,https://link.springer.com/article/10.1007/s13346-025-01824-w,link.springer.com,True,1,https://doi.org/10.1007/s13346-025-01824-w -> https://link.springer.com/article/10.1007/s13346-025-01824-w,
10.1038/s41467-025-57488-0,200,https://www.nature.com/articles/s41467-025-57488-0,nature.com,True,1,https://doi.org/10.1038/s41467-025-57488-0 -> https://www.nature.com/articles/s41467-025-57488-0,
10.1002/advs.202413016,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202413016,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/advs.202413016 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202413016,
10.1002/advs.202407383,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202407383,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/advs.202407383 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202407383,
10.1038/s41467-025-57149-2,200,https://www.nature.com/articles/s41467-025-57149-2,nature.com,True,1,https://doi.org/10.1038/s41467-025-57149-2 -> https://www.nature.com/articles/s41467-025-57149-2,
10.1073/pnas.2409572122,403,https://pnas.org/doi/10.1073/pnas.2409572122,pnas.org,True,1,https://doi.org/10.1073/pnas.2409572122 -> https://pnas.org/doi/10.1073/pnas.2409572122,
10.1021/acsnano.4c09399,403,https://pubs.acs.org/doi/10.1021/acsnano.4c09399,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.4c09399 -> https://pubs.acs.org/doi/10.1021/acsnano.4c09399,
10.1016/j.ijpharm.2025.125297,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517325001334,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2025.125297 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517325001334,
10.1038/s41551-025-01360-5,200,https://www.nature.com/articles/s41551-025-01360-5,nature.com,True,1,https://doi.org/10.1038/s41551-025-01360-5 -> https://www.nature.com/articles/s41551-025-01360-5,
10.1016/j.bmc.2025.118080,200,https://linkinghub.elsevier.com/retrieve/pii/S0968089625000215,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.bmc.2025.118080 -> https://linkinghub.elsevier.com/retrieve/pii/S0968089625000215,
10.1021/acsnano.4c18636,403,https://pubs.acs.org/doi/10.1021/acsnano.4c18636,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.4c18636 -> https://pubs.acs.org/doi/10.1021/acsnano.4c18636,
