doi,status_code,final_url,domain,resolved,redirect_count,redirect_chain,error
10.1080/07391102.2024.2329307,403,https://www.tandfonline.com/doi/full/10.1080/07391102.2024.2329307,tandfonline.com,True,1,https://doi.org/10.1080/07391102.2024.2329307 -> https://www.tandfonline.com/doi/full/10.1080/07391102.2024.2329307,
10.1101/2024.04.16.589801,403,https://www.biorxiv.org/lookup/doi/10.1101/2024.04.16.589801,biorxiv.org,True,1,https://doi.org/10.1101/2024.04.16.589801 -> https://www.biorxiv.org/lookup/doi/10.1101/2024.04.16.589801,
10.1016/j.bioactmat.2024.03.017,200,https://linkinghub.elsevier.com/retrieve/pii/S2452199X24000987,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.bioactmat.2024.03.017 -> https://linkinghub.elsevier.com/retrieve/pii/S2452199X24000987,
10.1248/bpb.b23-00689,200,https://www.jstage.jst.go.jp/article/bpb/47/3/47_b23-00689/_article,jstage.jst.go.jp,True,1,https://doi.org/10.1248/bpb.b23-00689 -> https://www.jstage.jst.go.jp/article/bpb/47/3/47_b23-00689/_article,
10.1016/j.jconrel.2024.03.016,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365924001688,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2024.03.016 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365924001688,
10.1073/pnas.2307813120,403,https://pnas.org/doi/10.1073/pnas.2307813120,pnas.org,True,1,https://doi.org/10.1073/pnas.2307813120 -> https://pnas.org/doi/10.1073/pnas.2307813120,
10.1016/j.nano.2024.102745,200,https://linkinghub.elsevier.com/retrieve/pii/S1549963424000145,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.nano.2024.102745 -> https://linkinghub.elsevier.com/retrieve/pii/S1549963424000145,
10.1073/pnas.2307810121,403,https://pnas.org/doi/10.1073/pnas.2307810121,pnas.org,True,1,https://doi.org/10.1073/pnas.2307810121 -> https://pnas.org/doi/10.1073/pnas.2307810121,
10.1002/adma.202311574,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202311574,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adma.202311574 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202311574,
10.1186/s12951-024-02427-2,200,https://link.springer.com/article/10.1186/s12951-024-02427-2,link.springer.com,True,1,https://doi.org/10.1186/s12951-024-02427-2 -> https://link.springer.com/article/10.1186/s12951-024-02427-2,
10.1039/d4tb00960f,200,https://pubs.rsc.org/en/content/articlelanding/2024/tb/d4tb00960f,pubs.rsc.org,True,1,https://doi.org/10.1039/d4tb00960f -> https://pubs.rsc.org/en/content/articlelanding/2024/tb/d4tb00960f,
10.1039/d4lc00283k,200,https://pubs.rsc.org/en/content/articlelanding/2024/lc/d4lc00283k,pubs.rsc.org,True,1,https://doi.org/10.1039/d4lc00283k -> https://pubs.rsc.org/en/content/articlelanding/2024/lc/d4lc00283k,
10.1002/adma.202312026,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202312026,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adma.202312026 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202312026,
10.1021/acsami.3c15424,403,https://pubs.acs.org/doi/10.1021/acsami.3c15424,pubs.acs.org,True,1,https://doi.org/10.1021/acsami.3c15424 -> https://pubs.acs.org/doi/10.1021/acsami.3c15424,
10.1039/d4bm00668b,200,https://pubs.rsc.org/en/content/articlelanding/2024/bm/d4bm00668b,pubs.rsc.org,True,1,https://doi.org/10.1039/d4bm00668b -> https://pubs.rsc.org/en/content/articlelanding/2024/bm/d4bm00668b,
10.1021/acs.nanolett.3c03345,403,https://pubs.acs.org/doi/10.1021/acs.nanolett.3c03345,pubs.acs.org,True,1,https://doi.org/10.1021/acs.nanolett.3c03345 -> https://pubs.acs.org/doi/10.1021/acs.nanolett.3c03345,
10.1002/adhm.202303857,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202303857,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adhm.202303857 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202303857,
10.1021/acs.jpcb.3c07600,403,https://pubs.acs.org/doi/10.1021/acs.jpcb.3c07600,pubs.acs.org,True,1,https://doi.org/10.1021/acs.jpcb.3c07600 -> https://pubs.acs.org/doi/10.1021/acs.jpcb.3c07600,
10.1016/j.colsurfb.2024.113807,200,https://linkinghub.elsevier.com/retrieve/pii/S0927776524000651,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.colsurfb.2024.113807 -> https://linkinghub.elsevier.com/retrieve/pii/S0927776524000651,
10.1016/j.ejpb.2024.114222,200,https://linkinghub.elsevier.com/retrieve/pii/S0939641124000481,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ejpb.2024.114222 -> https://linkinghub.elsevier.com/retrieve/pii/S0939641124000481,
10.3390/pharmaceutics16020181,200,https://www.mdpi.com/1999-4923/16/2/181,mdpi.com,True,1,https://doi.org/10.3390/pharmaceutics16020181 -> https://www.mdpi.com/1999-4923/16/2/181,
10.1002/anie.202400348,403,https://onlinelibrary.wiley.com/doi/10.1002/anie.202400348,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/anie.202400348 -> https://onlinelibrary.wiley.com/doi/10.1002/anie.202400348,
10.1016/j.actbio.2024.02.004,200,https://linkinghub.elsevier.com/retrieve/pii/S1742706124000631,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.actbio.2024.02.004 -> https://linkinghub.elsevier.com/retrieve/pii/S1742706124000631,
10.1002/smll.202309200,403,https://onlinelibrary.wiley.com/doi/10.1002/smll.202309200,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/smll.202309200 -> https://onlinelibrary.wiley.com/doi/10.1002/smll.202309200,
10.1016/j.jconrel.2024.02.007,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365924000944,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2024.02.007 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365924000944,
10.1016/j.bios.2024.116065,200,https://linkinghub.elsevier.com/retrieve/pii/S095656632400068X,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.bios.2024.116065 -> https://linkinghub.elsevier.com/retrieve/pii/S095656632400068X,
10.1371/journal.pone.0298815,200,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0298815,journals.plos.org,True,1,https://doi.org/10.1371/journal.pone.0298815 -> https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0298815,
10.1016/j.addr.2024.115190,200,https://linkinghub.elsevier.com/retrieve/pii/S0169409X24000127,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.addr.2024.115190 -> https://linkinghub.elsevier.com/retrieve/pii/S0169409X24000127,
10.2147/IJN.S442369,200,https://www.dovepress.com/dexamethasone-loaded-lipid-calcium-phosphate-nanoparticles-treat-exper-peer-reviewed-fulltext-article-IJN,dovepress.com,True,1,https://doi.org/10.2147/IJN.S442369 -> https://www.dovepress.com/dexamethasone-loaded-lipid-calcium-phosphate-nanoparticles-treat-exper-peer-reviewed-fulltext-article-IJN,
10.1080/22221751.2024.2309985,403,https://www.tandfonline.com/doi/full/10.1080/22221751.2024.2309985,tandfonline.com,True,1,https://doi.org/10.1080/22221751.2024.2309985 -> https://www.tandfonline.com/doi/full/10.1080/22221751.2024.2309985,
10.1007/s11302-024-09989-8,200,https://link.springer.com/article/10.1007/s11302-024-09989-8,link.springer.com,True,1,https://doi.org/10.1007/s11302-024-09989-8 -> https://link.springer.com/article/10.1007/s11302-024-09989-8,
10.1038/s41541-024-00838-8,200,https://www.nature.com/articles/s41541-024-00838-8,nature.com,True,1,https://doi.org/10.1038/s41541-024-00838-8 -> https://www.nature.com/articles/s41541-024-00838-8,
10.1021/acs.nanolett.3c03509,403,https://pubs.acs.org/doi/10.1021/acs.nanolett.3c03509,pubs.acs.org,True,1,https://doi.org/10.1021/acs.nanolett.3c03509 -> https://pubs.acs.org/doi/10.1021/acs.nanolett.3c03509,
10.1021/acs.biochem.3c00614,403,https://pubs.acs.org/doi/10.1021/acs.biochem.3c00614,pubs.acs.org,True,1,https://doi.org/10.1021/acs.biochem.3c00614 -> https://pubs.acs.org/doi/10.1021/acs.biochem.3c00614,
10.1038/s41467-024-45537-z,200,https://www.nature.com/articles/s41467-024-45537-z,nature.com,True,1,https://doi.org/10.1038/s41467-024-45537-z -> https://www.nature.com/articles/s41467-024-45537-z,
10.1101/2024.01.14.575599,403,https://www.biorxiv.org/lookup/doi/10.1101/2024.01.14.575599,biorxiv.org,True,1,https://doi.org/10.1101/2024.01.14.575599 -> https://www.biorxiv.org/lookup/doi/10.1101/2024.01.14.575599,
10.1016/j.ijpharm.2024.123845,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517324000796,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2024.123845 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517324000796,
10.1021/acs.nanolett.3c04507,403,https://pubs.acs.org/doi/10.1021/acs.nanolett.3c04507,pubs.acs.org,True,1,https://doi.org/10.1021/acs.nanolett.3c04507 -> https://pubs.acs.org/doi/10.1021/acs.nanolett.3c04507,
10.3390/pharmaceutics16010131,200,https://www.mdpi.com/1999-4923/16/1/131,mdpi.com,True,1,https://doi.org/10.3390/pharmaceutics16010131 -> https://www.mdpi.com/1999-4923/16/1/131,
10.1021/acsomega.3c08641,403,https://pubs.acs.org/doi/10.1021/acsomega.3c08641,pubs.acs.org,True,1,https://doi.org/10.1021/acsomega.3c08641 -> https://pubs.acs.org/doi/10.1021/acsomega.3c08641,
10.1016/j.jchromb.2024.124005,200,https://linkinghub.elsevier.com/retrieve/pii/S1570023224000138,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jchromb.2024.124005 -> https://linkinghub.elsevier.com/retrieve/pii/S1570023224000138,
10.1021/acs.analchem.3c03690,403,https://pubs.acs.org/doi/10.1021/acs.analchem.3c03690,pubs.acs.org,True,1,https://doi.org/10.1021/acs.analchem.3c03690 -> https://pubs.acs.org/doi/10.1021/acs.analchem.3c03690,
10.1016/j.ymthe.2024.01.020,200,https://linkinghub.elsevier.com/retrieve/pii/S1525001624000200,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ymthe.2024.01.020 -> https://linkinghub.elsevier.com/retrieve/pii/S1525001624000200,
10.1073/pnas.2311700120,403,https://pnas.org/doi/10.1073/pnas.2311700120,pnas.org,True,1,https://doi.org/10.1073/pnas.2311700120 -> https://pnas.org/doi/10.1073/pnas.2311700120,
10.1002/adma.202310886,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310886,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adma.202310886 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202310886,
10.1016/j.bioactmat.2023.11.014,200,https://linkinghub.elsevier.com/retrieve/pii/S2452199X23003638,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.bioactmat.2023.11.014 -> https://linkinghub.elsevier.com/retrieve/pii/S2452199X23003638,
10.1016/j.addr.2023.115175,200,https://linkinghub.elsevier.com/retrieve/pii/S0169409X23004908,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.addr.2023.115175 -> https://linkinghub.elsevier.com/retrieve/pii/S0169409X23004908,
10.1002/smsc.202300285,403,https://onlinelibrary.wiley.com/doi/10.1002/smsc.202300285,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/smsc.202300285 -> https://onlinelibrary.wiley.com/doi/10.1002/smsc.202300285,
10.1073/pnas.2309472120,403,https://pnas.org/doi/10.1073/pnas.2309472120,pnas.org,True,1,https://doi.org/10.1073/pnas.2309472120 -> https://pnas.org/doi/10.1073/pnas.2309472120,
10.1002/smll.202304378,403,https://onlinelibrary.wiley.com/doi/10.1002/smll.202304378,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/smll.202304378 -> https://onlinelibrary.wiley.com/doi/10.1002/smll.202304378,
10.1016/j.talanta.2023.125564,200,https://linkinghub.elsevier.com/retrieve/pii/S0039914023013152,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.talanta.2023.125564 -> https://linkinghub.elsevier.com/retrieve/pii/S0039914023013152,
10.2147/IJN.S434908,200,https://www.dovepress.com/liver-specific-ionizable-lipid-nanoparticles-mediated-efficient-rna-in-peer-reviewed-fulltext-article-IJN,dovepress.com,True,1,https://doi.org/10.2147/IJN.S434908 -> https://www.dovepress.com/liver-specific-ionizable-lipid-nanoparticles-mediated-efficient-rna-in-peer-reviewed-fulltext-article-IJN,
10.1073/pnas.2310491120,403,https://pnas.org/doi/10.1073/pnas.2310491120,pnas.org,True,1,https://doi.org/10.1073/pnas.2310491120 -> https://pnas.org/doi/10.1073/pnas.2310491120,
10.1089/genbio.2023.0045,200,https://sage.cnpereading.com/doi/10.1089/genbio.2023.0045,sage.cnpereading.com,True,1,https://doi.org/10.1089/genbio.2023.0045 -> https://sage.cnpereading.com/doi/10.1089/genbio.2023.0045,
10.7150/thno.89913,200,https://www.thno.org/v14p0001.htm,thno.org,True,1,https://doi.org/10.7150/thno.89913 -> https://www.thno.org/v14p0001.htm,
10.1007/s13346-023-01511-8,200,https://link.springer.com/article/10.1007/s13346-023-01511-8,link.springer.com,True,1,https://doi.org/10.1007/s13346-023-01511-8 -> https://link.springer.com/article/10.1007/s13346-023-01511-8,
10.1016/j.copbio.2023.103049,200,https://linkinghub.elsevier.com/retrieve/pii/S0958166923001593,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.copbio.2023.103049 -> https://linkinghub.elsevier.com/retrieve/pii/S0958166923001593,
10.1002/btm2.10580,403,https://aiche.onlinelibrary.wiley.com/doi/10.1002/btm2.10580,aiche.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/btm2.10580 -> https://aiche.onlinelibrary.wiley.com/doi/10.1002/btm2.10580,
10.1002/adhm.202302691,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202302691,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adhm.202302691 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202302691,
10.1002/btm2.10556,403,https://aiche.onlinelibrary.wiley.com/doi/10.1002/btm2.10556,aiche.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/btm2.10556 -> https://aiche.onlinelibrary.wiley.com/doi/10.1002/btm2.10556,
10.1021/acs.molpharmaceut.3c00956,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.3c00956,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.3c00956 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.3c00956,
10.1248/bpb.b23-00634,200,https://www.jstage.jst.go.jp/article/bpb/46/12/46_b23-00634/_article,jstage.jst.go.jp,True,1,https://doi.org/10.1248/bpb.b23-00634 -> https://www.jstage.jst.go.jp/article/bpb/46/12/46_b23-00634/_article,
10.1021/acs.accounts.3c00597,403,https://pubs.acs.org/doi/10.1021/acs.accounts.3c00597,pubs.acs.org,True,1,https://doi.org/10.1021/acs.accounts.3c00597 -> https://pubs.acs.org/doi/10.1021/acs.accounts.3c00597,
10.1016/j.omtn.2023.102065,200,https://linkinghub.elsevier.com/retrieve/pii/S2162253123002834,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.omtn.2023.102065 -> https://linkinghub.elsevier.com/retrieve/pii/S2162253123002834,
10.1016/j.actbio.2023.10.038,200,https://linkinghub.elsevier.com/retrieve/pii/S1742706123006463,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.actbio.2023.10.038 -> https://linkinghub.elsevier.com/retrieve/pii/S1742706123006463,
10.1021/acsnano.3c08644,403,https://pubs.acs.org/doi/10.1021/acsnano.3c08644,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.3c08644 -> https://pubs.acs.org/doi/10.1021/acsnano.3c08644,
10.1002/smll.202306892,403,https://onlinelibrary.wiley.com/doi/10.1002/smll.202306892,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/smll.202306892 -> https://onlinelibrary.wiley.com/doi/10.1002/smll.202306892,
10.1002/advs.202302423,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202302423,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/advs.202302423 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202302423,
10.1021/acs.molpharmaceut.3c00783,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.3c00783,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.3c00783 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.3c00783,
10.1063/5.0172552,403,https://pubs.aip.org/jcp/article/159/15/154706/2917780/Combining-molecular-dynamics-simulations-and-x-ray,pubs.aip.org,True,1,https://doi.org/10.1063/5.0172552 -> https://pubs.aip.org/jcp/article/159/15/154706/2917780/Combining-molecular-dynamics-simulations-and-x-ray,
10.1021/jacs.3c08729,403,https://pubs.acs.org/doi/10.1021/jacs.3c08729,pubs.acs.org,True,1,https://doi.org/10.1021/jacs.3c08729 -> https://pubs.acs.org/doi/10.1021/jacs.3c08729,
10.2147/IJN.S424723,200,https://www.dovepress.com/delivery-of-plasmid-dna-by-ionizable-lipid-nanoparticles-to-induce-car-peer-reviewed-fulltext-article-IJN,dovepress.com,True,1,https://doi.org/10.2147/IJN.S424723 -> https://www.dovepress.com/delivery-of-plasmid-dna-by-ionizable-lipid-nanoparticles-to-induce-car-peer-reviewed-fulltext-article-IJN,
10.3390/vaccines11101580,200,https://www.mdpi.com/2076-393X/11/10/1580,mdpi.com,True,1,https://doi.org/10.3390/vaccines11101580 -> https://www.mdpi.com/2076-393X/11/10/1580,
10.1021/acs.nanolett.3c02573,403,https://pubs.acs.org/doi/10.1021/acs.nanolett.3c02573,pubs.acs.org,True,1,https://doi.org/10.1021/acs.nanolett.3c02573 -> https://pubs.acs.org/doi/10.1021/acs.nanolett.3c02573,
10.1021/acsnano.3c02251,403,https://pubs.acs.org/doi/10.1021/acsnano.3c02251,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.3c02251 -> https://pubs.acs.org/doi/10.1021/acsnano.3c02251,
10.1140/epje/s10189-023-00385-5,200,https://link.springer.com/article/10.1140/epje/s10189-023-00385-5,link.springer.com,True,1,https://doi.org/10.1140/epje/s10189-023-00385-5 -> https://link.springer.com/article/10.1140/epje/s10189-023-00385-5,
10.1021/jacs.3c09143,403,https://pubs.acs.org/doi/10.1021/jacs.3c09143,pubs.acs.org,True,1,https://doi.org/10.1021/jacs.3c09143 -> https://pubs.acs.org/doi/10.1021/jacs.3c09143,
10.1002/adhm.202301687,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202301687,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adhm.202301687 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202301687,
10.1016/j.ejpb.2023.10.006,200,https://linkinghub.elsevier.com/retrieve/pii/S0939641123002667,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ejpb.2023.10.006 -> https://linkinghub.elsevier.com/retrieve/pii/S0939641123002667,
10.1016/j.psj.2023.103078,200,https://linkinghub.elsevier.com/retrieve/pii/S0032579123005977,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.psj.2023.103078 -> https://linkinghub.elsevier.com/retrieve/pii/S0032579123005977,
10.1039/d4nr01420k,200,https://pubs.rsc.org/en/content/articlelanding/2024/nr/d4nr01420k,pubs.rsc.org,True,1,https://doi.org/10.1039/d4nr01420k -> https://pubs.rsc.org/en/content/articlelanding/2024/nr/d4nr01420k,
10.1038/s41565-023-01548-3,200,https://www.nature.com/articles/s41565-023-01548-3,nature.com,True,1,https://doi.org/10.1038/s41565-023-01548-3 -> https://www.nature.com/articles/s41565-023-01548-3,
10.1002/cpz1.898,403,https://currentprotocols.onlinelibrary.wiley.com/doi/10.1002/cpz1.898,currentprotocols.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/cpz1.898 -> https://currentprotocols.onlinelibrary.wiley.com/doi/10.1002/cpz1.898,
10.1002/jat.4548,403,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/jat.4548,analyticalsciencejournals.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/jat.4548 -> https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/10.1002/jat.4548,
10.1016/j.biomaterials.2023.122341,200,https://linkinghub.elsevier.com/retrieve/pii/S0142961223003496,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.biomaterials.2023.122341 -> https://linkinghub.elsevier.com/retrieve/pii/S0142961223003496,
10.1007/s00244-023-01035-9,200,https://link.springer.com/article/10.1007/s00244-023-01035-9,link.springer.com,True,1,https://doi.org/10.1007/s00244-023-01035-9 -> https://link.springer.com/article/10.1007/s00244-023-01035-9,
10.3390/jfb14090437,200,https://www.mdpi.com/2079-4983/14/9/437,mdpi.com,True,1,https://doi.org/10.3390/jfb14090437 -> https://www.mdpi.com/2079-4983/14/9/437,
10.3390/pharmaceutics15092291,200,https://www.mdpi.com/1999-4923/15/9/2291,mdpi.com,True,1,https://doi.org/10.3390/pharmaceutics15092291 -> https://www.mdpi.com/1999-4923/15/9/2291,
10.1002/anie.202310401,403,https://onlinelibrary.wiley.com/doi/10.1002/anie.202310401,onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/anie.202310401 -> https://onlinelibrary.wiley.com/doi/10.1002/anie.202310401,
10.1038/s41467-023-42280-9,200,https://www.nature.com/articles/s41467-023-42280-9,nature.com,True,1,https://doi.org/10.1038/s41467-023-42280-9 -> https://www.nature.com/articles/s41467-023-42280-9,
10.7150/thno.86466,200,https://www.thno.org/v13p4974.htm,thno.org,True,1,https://doi.org/10.7150/thno.86466 -> https://www.thno.org/v13p4974.htm,
10.1021/acs.biochem.3c00371,403,https://pubs.acs.org/doi/10.1021/acs.biochem.3c00371,pubs.acs.org,True,1,https://doi.org/10.1021/acs.biochem.3c00371 -> https://pubs.acs.org/doi/10.1021/acs.biochem.3c00371,
10.1002/adhm.202301515,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202301515,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adhm.202301515 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adhm.202301515,
10.1021/jacs.3c07337,403,https://pubs.acs.org/doi/10.1021/jacs.3c07337,pubs.acs.org,True,1,https://doi.org/10.1021/jacs.3c07337 -> https://pubs.acs.org/doi/10.1021/jacs.3c07337,
10.1038/s41598-023-43898-x,200,https://www.nature.com/articles/s41598-023-43898-x,nature.com,True,1,https://doi.org/10.1038/s41598-023-43898-x -> https://www.nature.com/articles/s41598-023-43898-x,
10.1016/j.ijpharm.2023.123348,200,https://linkinghub.elsevier.com/retrieve/pii/S0378517323007688,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.ijpharm.2023.123348 -> https://linkinghub.elsevier.com/retrieve/pii/S0378517323007688,
10.1021/acs.molpharmaceut.3c00477,403,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.3c00477,pubs.acs.org,True,1,https://doi.org/10.1021/acs.molpharmaceut.3c00477 -> https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.3c00477,
10.1038/s41541-023-00751-6,200,https://www.nature.com/articles/s41541-023-00751-6,nature.com,True,1,https://doi.org/10.1038/s41541-023-00751-6 -> https://www.nature.com/articles/s41541-023-00751-6,
10.1021/acsami.3c05481,403,https://pubs.acs.org/doi/10.1021/acsami.3c05481,pubs.acs.org,True,1,https://doi.org/10.1021/acsami.3c05481 -> https://pubs.acs.org/doi/10.1021/acsami.3c05481,
10.3390/pharmaceutics15082068,200,https://www.mdpi.com/1999-4923/15/8/2068,mdpi.com,True,1,https://doi.org/10.3390/pharmaceutics15082068 -> https://www.mdpi.com/1999-4923/15/8/2068,
10.3390/ph16081088,200,https://www.mdpi.com/1424-8247/16/8/1088,mdpi.com,True,1,https://doi.org/10.3390/ph16081088 -> https://www.mdpi.com/1424-8247/16/8/1088,
10.3390/antibiotics12081300,200,https://www.mdpi.com/2079-6382/12/8/1300,mdpi.com,True,1,https://doi.org/10.3390/antibiotics12081300 -> https://www.mdpi.com/2079-6382/12/8/1300,
10.1016/j.jconrel.2023.08.021,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365923005205,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2023.08.021 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365923005205,
10.1016/j.jconrel.2023.08.014,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365923005126,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2023.08.014 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365923005126,
10.1002/adma.202303614,403,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202303614,advanced.onlinelibrary.wiley.com,True,1,https://doi.org/10.1002/adma.202303614 -> https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202303614,
10.1021/acs.jpcb.3c01296,403,https://pubs.acs.org/doi/10.1021/acs.jpcb.3c01296,pubs.acs.org,True,1,https://doi.org/10.1021/acs.jpcb.3c01296 -> https://pubs.acs.org/doi/10.1021/acs.jpcb.3c01296,
10.1182/bloodadvances.2023010643,403,https://ashpublications.org/bloodadvances/article/7/20/6108/496898/Small-interfering-RNA-mediated-allele-selective,ashpublications.org,True,1,https://doi.org/10.1182/bloodadvances.2023010643 -> https://ashpublications.org/bloodadvances/article/7/20/6108/496898/Small-interfering-RNA-mediated-allele-selective,
10.1021/acs.bioconjchem.3c00329,403,https://pubs.acs.org/doi/10.1021/acs.bioconjchem.3c00329,pubs.acs.org,True,1,https://doi.org/10.1021/acs.bioconjchem.3c00329 -> https://pubs.acs.org/doi/10.1021/acs.bioconjchem.3c00329,
10.1021/acsnano.3c02268,403,https://pubs.acs.org/doi/10.1021/acsnano.3c02268,pubs.acs.org,True,1,https://doi.org/10.1021/acsnano.3c02268 -> https://pubs.acs.org/doi/10.1021/acsnano.3c02268,
10.1073/pnas.2214320120,403,https://pnas.org/doi/10.1073/pnas.2214320120,pnas.org,True,1,https://doi.org/10.1073/pnas.2214320120 -> https://pnas.org/doi/10.1073/pnas.2214320120,
10.1016/j.jconrel.2023.07.051,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365923004753,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2023.07.051 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365923004753,
10.1016/j.omtm.2023.06.005,200,https://linkinghub.elsevier.com/retrieve/pii/S2329050123000955,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.omtm.2023.06.005 -> https://linkinghub.elsevier.com/retrieve/pii/S2329050123000955,
10.2147/CPAA.S418314,200,https://www.dovepress.com/recent-advances-in-messenger-ribonucleic-acid-mrna-vaccines-and-their--peer-reviewed-fulltext-article-CPAA,dovepress.com,True,1,https://doi.org/10.2147/CPAA.S418314 -> https://www.dovepress.com/recent-advances-in-messenger-ribonucleic-acid-mrna-vaccines-and-their--peer-reviewed-fulltext-article-CPAA,
10.1021/cbmi.3c00011,403,https://pubs.acs.org/doi/10.1021/cbmi.3c00011,pubs.acs.org,True,1,https://doi.org/10.1021/cbmi.3c00011 -> https://pubs.acs.org/doi/10.1021/cbmi.3c00011,
10.1016/j.jconrel.2023.07.054,200,https://linkinghub.elsevier.com/retrieve/pii/S0168365923004789,linkinghub.elsevier.com,True,1,https://doi.org/10.1016/j.jconrel.2023.07.054 -> https://linkinghub.elsevier.com/retrieve/pii/S0168365923004789,
